"","agei","variable","n","mean_SPH_age","sd_SPH_age","n_SPH_age","cv_SPH_age","se_SPH_age","t","ci","upper_SPH_age","lower_SPH_age","age","zone"
"1",1,"A2",240,2.94941886502151,2.57618908056753,240,0.873456500573627,0.166292290095324,1.96993940591696,0.327585735158953,3.27700460018047,2.62183312986256,"1","A2"
"2",1,"A3",240,4.5063004341553,2.99969188089734,240,0.66566619885379,0.193629278307817,1.96993940591696,0.38143794547783,4.88773837963312,4.12486248867747,"1","A3"
"3",1,"A4",240,5.85090416899317,3.38655791899636,240,0.578809329495328,0.218601373687329,1.96993940591696,0.430631460214248,6.28153562920741,5.42027270877892,"1","A4"
"4",1,"A6",240,53.0173076826239,16.2040181075842,240,0.305636382077073,1.04596487120528,1.96993940591696,2.06048741699214,55.077795099616,50.9568202656317,"1","A6"
"5",2,"A2",230,1.91840061345048,1.52145611905745,230,0.793085713375018,0.100321845603502,1.97037728332615,0.197671885598494,2.11607249904898,1.72072872785199,"2","A2"
"6",2,"A3",230,2.42182730259081,2.05621335609571,230,0.849033848902447,0.135582693614513,1.97037728332615,0.267149059510206,2.68897636210102,2.1546782430806,"2","A3"
"7",2,"A4",230,2.52591401411187,2.00223198595878,230,0.792676225228821,0.132023267474969,1.97037728332615,0.260135647103171,2.78604966121504,2.2657783670087,"2","A4"
"8",2,"A6",230,13.8319069323612,8.07004061343572,230,0.583436589972637,0.532122720001047,1.97037728332615,1.04848251943179,14.880389451793,12.7834244129295,"2","A6"
"9",3,"A2",141,1.38117790909857,1.0373496247463,141,0.751061552543458,0.0873605979297726,1.97705371965709,0.172716595088524,1.55389450418709,1.20846131401004,"3","A2"
"10",3,"A3",141,1.8673921040504,1.63696568413135,141,0.876605229603763,0.137857379561119,1.97705371965709,0.272551445043489,2.13994354909389,1.59484065900691,"3","A3"
"11",3,"A4",141,1.55366172634294,1.34043444325789,141,0.862758231428569,0.112884944145336,1.97705371965709,0.22317959871582,1.77684132505876,1.33048212762712,"3","A4"
"12",3,"A6",141,5.84175714697072,4.56400445943731,141,0.781272542595168,0.384358512327129,1.97705371965709,0.759897426478216,6.60165457344894,5.08185972049251,"3","A6"
"13",4,"A2",77,1.0986638551782,0.821395628124515,77,0.747631429079178,0.0936067192824962,1.99167260964466,0.186433938873645,1.28509779405184,0.912229916304554,"4","A2"
"14",4,"A3",77,1.51982817329349,1.25850689862871,77,0.828058671857295,0.143420171646159,1.99167260964466,0.285646027538191,1.80547420083168,1.2341821457553,"4","A3"
"15",4,"A4",77,1.35397201180386,1.20848111627623,77,0.892545123341363,0.137719204651426,1.99167260964466,0.274291567726292,1.62826357953015,1.07968044407756,"4","A4"
"16",4,"A6",77,3.65739785149438,2.72741764809206,77,0.745726267372759,0.310818087422761,1.99167260964466,0.619047871302053,4.27644572279644,3.03834998019233,"4","A6"
"17",5,"A2",65,0.577176863990265,0.493202092481118,65,0.854507731081605,0.0611741906397377,1.99772965431769,0.122209494719888,0.699386358710153,0.454967369270377,"5","A2"
"18",5,"A3",65,0.81527237541746,0.839990733683663,65,1.03031914119934,0.104188027709848,1.99772965431769,0.208139512580836,1.0234118879983,0.607132862836624,"5","A3"
"19",5,"A4",65,0.814547974349624,0.704100434598652,65,0.864406341641009,0.0873329105295902,1.99772965431769,0.174467545162836,0.98901551951246,0.640080429186787,"5","A4"
"20",5,"A6",65,1.49282329075589,1.51401846468555,65,1.014198046119,0.187790878430434,1.99772965431769,0.375155406650846,1.86797869740674,1.11766788410504,"5","A6"
"21",6,"A2",5,0.675739760645002,0.675140961009119,5,0.999113860585455,0.301932216642185,2.77644510519779,0.838298224997714,1.51403798564272,-0.162558464352713,"6","A2"
"22",6,"A3",5,0.918106942885599,0.778681954468628,5,0.848138618820636,0.34823715660885,2.77644510519779,0.966861348914638,1.88496829180024,-0.0487544060290392,"6","A3"
"23",6,"A4",5,1.17209078909981,0.8984110481694,5,0.766502950560165,0.401781635088723,2.77644510519779,1.11552465410045,2.28761544320027,0.0565661349993629,"6","A4"
"24",6,"A6",5,1.38844667308925,1.08406420923615,5,0.780774825744037,0.484808252765315,2.77644510519779,1.34604350034975,2.734490173439,0.0424031727394936,"6","A6"
"25",7,"A2",1,0.634671465130329,NA,1,NA,NA,NA,NA,NA,NA,"7","A2"
"26",7,"A3",1,1.13584503464943,NA,1,NA,NA,NA,NA,NA,NA,"7","A3"
"27",7,"A4",1,0.238930776570135,NA,1,NA,NA,NA,NA,NA,NA,"7","A4"
"28",7,"A6",1,1.10932538459992,NA,1,NA,NA,NA,NA,NA,NA,"7","A6"
"29",8,"A2",1,0.949915149368877,NA,1,NA,NA,NA,NA,NA,NA,"8","A2"
"30",8,"A3",1,0.56168499072308,NA,1,NA,NA,NA,NA,NA,NA,"8","A3"
"31",8,"A4",1,0.198749449849352,NA,1,NA,NA,NA,NA,NA,NA,"8","A4"
"32",8,"A6",1,0.318094942942622,NA,1,NA,NA,NA,NA,NA,NA,"8","A6"
