"diff","lwr","upr","p adj"
0.0979367315816031,0.00934453110704196,0.186528932056164,0.0249690623975519
0.0466362632092248,-0.0419559372653363,0.135228463683786,0.61537991117212
0.0572472255796982,-0.0313449748948629,0.145839426054259,0.381161194400429
0.0424321950236324,-0.0461600054509288,0.131024395498194,0.711512845211231
0.0410413397223271,-0.047550860752234,0.129633540196888,0.741975745080509
0.0782426169434904,-0.0103495835310708,0.166834817418052,0.104557927565097
0.037861747806427,-0.0507304526681342,0.126453948280988,0.807162511220541
-0.0513004683723783,-0.139892668846939,0.0372917321021829,0.507926990195838
-0.0406895060019049,-0.129281706476466,0.0479026944726563,0.749519517251953
-0.0555045365579707,-0.144096737032532,0.0330876639165904,0.416516714076444
-0.056895391859276,-0.145487592333837,0.0316968086152851,0.388160924443261
-0.0196941146381127,-0.108286315112674,0.0688980858364484,0.992542865219703
-0.0600749837751761,-0.148667184249737,0.028517216699385,0.327633127341335
0.0106109623704734,-0.0779812381040877,0.0992031628450346,0.999851837314397
-0.00420406818559244,-0.0927962686601536,0.0843881322889687,0.999999736435368
-0.00559492348689772,-0.0941871239614589,0.0829972769876634,0.999998092998183
0.0316063537342656,-0.0569858467402956,0.120198554208827,0.90926176278465
-0.00877451540279783,-0.097366715877359,0.0798176850717633,0.999958591316577
-0.0148150305560659,-0.103407231030627,0.0737771699184953,0.99869821398667
-0.0162058858573711,-0.104798086331932,0.07238631461719,0.997712633870059
0.0209953913637921,-0.067596809110769,0.109587591838353,0.989178105622284
-0.0193854777732713,-0.107977678247832,0.0692067227012899,0.993206641969059
-0.00139085530130528,-0.0899830557758664,0.0872013451732559,0.999999999882784
0.035810421919858,-0.0527817785547031,0.124402622394419,0.844944199846468
-0.0045704472172054,-0.0931626476917665,0.0840217532573557,0.999999529361459
0.0372012772211633,-0.0513909232533978,0.125793477695724,0.81973759153652
-0.00317959191590012,-0.0917717923904613,0.085412608558661,0.999999962239667
-0.0403808691370634,-0.128973069611625,0.0482113313374977,0.756076816972454
